Restaurant_ID,Delivery_fee,Service_fee,Packaging_fee,Estimated_delivery_time,Average_delivery_time,Peak_hour_multiplier,Minimum_order,Cancellation_rate,Availability
RES001218,6.07,1.13,1.67,57,59,1.44,20.41,0.016,False
RES001219,7.27,0.48,0.26,25,35,2.46,12.51,0.053,True
RES001221,2.8,1.39,1.77,39,43,1.66,5.86,0.003,True
RES001222,0.45,0.66,0.75,43,53,1.72,11.44,0.065,False
RES001224,9.4,4.48,1.34,43,47,2.09,21.66,0.019,True
RES001225,6.27,1.88,0.8,63,61,1.75,9.37,0.01,True
RES001227,5.29,1.21,0.75,55,60,1.68,9.75,0.013,False
RES001228,0.14,3.97,0.26,65,66,1.7,20.39,0.085,True
RES001230,1.75,0.1,0.62,22,24,1.1,17.53,0.083,True
RES001231,5.16,2.3,0.32,27,31,1.03,19.41,0.022,False
RES001235,5.58,3.78,1.01,82,92,1.88,10.57,0.03,True
RES001238,6.41,3.83,1.3,68,72,1.82,0.81,0.025,True
RES001239,0.09,4.32,1.49,56,61,2.05,11.96,0.04,False
RES001240,5.72,0.97,1.49,18,19,1.66,19.58,0.001,True
RES001243,2.18,0.49,1.64,15,11,1.47,12.92,0.082,True
RES001245,9.29,0.98,0.05,78,77,2.31,6.96,0.072,False
RES001246,9.99,3.77,1.28,77,72,1.52,19.34,0.09,True
RES001247,1.72,4.86,1.09,71,76,1.67,16.61,0.058,True
RES001248,5.57,2.35,0.88,83,80,2.1,16.54,0.092,False
RES001250,9.11,2.95,0.53,15,13,1.84,23.44,0.06,False
RES001251,1.11,4.93,0.09,34,32,2.14,20.35,0.008,False
RES001252,1.53,2.18,0.63,23,24,2.47,6.14,0.01,False
RES001253,2.45,0.03,0.23,59,63,1.65,6.35,0.056,False
RES001254,1.58,2.75,0.29,23,25,1.49,21.28,0.051,True
RES001256,9.13,1.12,0.45,51,56,1.28,10.34,0.025,False
RES001257,4.91,3.17,0.25,25,31,1.2,7.93,0.018,False
RES001258,4.95,2.27,1.03,26,29,2.12,21.54,0.034,False
RES001259,5.94,0.39,0.47,63,66,1.04,5.54,0.033,True
RES001260,8.07,0.8,0.16,35,41,2.23,14.69,0.087,True
RES001261,4.98,0.14,1.86,86,93,1.59,22.22,0.03,False
RES001262,8.56,2.56,0.31,25,33,2.15,15.51,0.022,False
RES001263,8.78,0.37,1.61,68,63,1.87,19.34,0.001,True
RES001266,1.13,3.58,0.83,68,75,1.36,13.17,0.01,True
RES001267,1.21,4.24,0.08,44,51,1.52,1.75,0.025,False
RES001269,0.43,1.43,1.74,21,31,1.35,1.17,0.051,False
RES001271,0.39,2.48,1.6,23,27,2.06,17.02,0.007,False
RES001273,8.62,1.92,0.12,38,46,1.69,18.32,0.064,False
RES001274,5.75,4.46,1.73,83,90,2.34,22.72,0.033,True
RES001275,9.68,3.76,1.64,77,81,1.1,24.53,0.056,True
RES001276,4.06,0.21,1.51,45,53,1.49,21.96,0.024,True
RES001277,7.44,1.28,0.98,18,23,1.61,0.16,0.07,True
RES001278,8.86,4.05,1.96,23,20,2.27,18.61,0.081,False
RES001280,3.81,0.93,0.16,72,72,1.72,9.97,0.05,True
RES001282,0.51,4.64,0.84,28,38,1.52,2.7,0.013,False
RES001284,2.48,4.41,1.09,44,47,1.84,2.25,0.098,True
RES001285,6.0,3.58,0.02,70,65,1.5,13.94,0.088,True
RES001286,9.01,1.8,0.53,81,89,1.74,17.63,0.026,False
RES001287,6.93,4.73,1.61,20,27,1.04,7.43,0.046,False
RES001288,7.99,3.41,0.92,41,39,1.85,4.61,0.08,False
RES001290,2.97,1.0,1.0,17,26,1.36,11.27,0.051,True
RES001291,1.15,0.14,0.81,80,83,1.82,9.59,0.012,True
RES001292,2.42,2.94,0.64,76,84,2.42,24.47,0.09,True
RES001294,9.18,2.52,1.34,20,21,1.72,21.77,0.081,False
RES001295,3.9,1.69,0.81,17,16,1.0,9.43,0.068,True
RES001297,0.29,2.27,0.36,76,78,1.16,21.66,0.019,False
RES001298,9.65,0.71,0.99,74,77,1.23,6.21,0.07,True
RES001299,4.48,4.42,1.89,45,45,1.86,21.57,0.051,True
RES001303,2.27,2.04,0.79,90,97,1.33,15.96,0.016,True
RES001304,5.06,0.57,0.3,42,48,2.07,5.09,0.008,False
RES001305,8.52,0.34,0.74,39,49,1.36,21.12,0.047,False
RES001307,9.29,2.14,1.94,80,87,1.31,7.24,0.065,True
RES001308,6.3,3.94,1.36,42,51,1.65,22.16,0.087,True
RES001311,9.65,0.13,0.91,88,93,2.12,11.92,0.024,True
RES001313,4.67,2.98,1.1,60,69,1.97,24.53,0.006,True
RES001314,8.46,2.25,1.69,39,47,1.75,4.07,0.043,False
RES001316,1.2,4.6,1.73,74,74,1.57,14.39,0.037,False
RES001319,8.42,1.83,1.36,28,30,1.7,14.95,0.089,False
RES001320,4.93,0.21,1.01,20,27,1.01,13.19,0.081,True
RES001321,7.78,0.24,0.52,77,84,1.36,23.84,0.009,True
RES001322,1.95,4.79,1.8,74,75,1.41,20.46,0.063,True
RES001324,2.83,1.89,0.25,88,94,1.25,16.34,0.001,False
RES001325,3.27,1.8,0.44,89,84,1.36,17.92,0.002,False
RES001326,4.16,1.94,0.48,37,42,2.0,10.29,0.084,True
RES001330,2.19,4.55,1.86,37,38,1.71,5.62,0.01,True
RES001331,7.28,1.56,1.22,86,94,1.26,21.18,0.095,True
RES001332,2.8,1.59,1.7,55,59,1.85,8.12,0.064,False
RES001333,3.23,2.0,1.47,49,52,1.56,6.72,0.084,True
RES001335,9.29,3.96,0.24,59,64,1.07,5.31,0.08,True
RES001338,2.43,4.14,1.15,34,44,1.86,10.96,0.003,True
RES001340,8.96,3.02,0.68,42,37,1.81,13.45,0.031,False
RES001341,3.45,4.1,1.58,68,76,1.77,18.21,0.006,False
RES001342,3.27,0.97,0.0,18,14,2.18,12.23,0.078,False
RES001344,10.0,0.18,1.22,17,14,2.03,18.97,0.033,False
RES001345,8.86,3.88,1.67,42,38,1.65,13.56,0.001,True
RES001346,6.31,4.5,1.21,45,51,1.38,1.61,0.015,True
RES001349,8.8,1.29,1.1,56,52,1.33,11.79,0.035,True
RES001351,1.74,2.8,0.46,63,64,1.79,8.49,0.078,True
RES001353,0.06,3.27,0.23,90,92,2.1,2.62,0.1,True
RES001356,0.91,1.9,0.1,60,65,1.34,10.83,0.034,True
RES001358,5.75,4.97,1.07,79,84,1.35,9.97,0.016,False
RES001359,9.65,2.2,0.51,66,67,1.64,8.14,0.004,True
RES001360,2.73,3.05,1.79,33,37,1.06,14.55,0.034,True
RES001361,5.54,4.9,0.08,44,46,1.72,23.34,0.049,True
RES001364,0.84,3.58,0.91,49,56,2.31,10.91,0.039,True
RES001365,4.83,3.31,1.78,53,53,1.64,4.62,0.051,True
RES001367,5.26,2.76,1.22,47,44,2.31,16.1,0.089,False
RES001368,9.47,4.06,0.76,66,67,1.17,5.16,0.055,True
RES001371,4.79,3.49,1.26,17,17,1.86,15.27,0.001,False
RES001374,3.93,3.1,0.27,58,53,1.67,18.14,0.039,False
RES001376,8.72,3.16,1.72,36,31,1.77,12.78,0.057,False
RES001378,7.99,3.66,1.09,80,75,1.47,8.51,0.053,True
RES001381,2.97,4.77,1.02,44,42,2.49,3.86,0.003,True
RES001383,2.56,1.29,1.41,23,32,1.55,21.45,0.039,True
RES001384,5.1,0.07,0.74,36,44,1.37,10.15,0.054,True
RES001385,4.16,2.15,0.76,51,50,2.39,21.85,0.051,False
RES001386,3.55,0.29,0.38,61,64,2.11,1.52,0.015,False
RES001387,8.36,4.05,0.15,26,22,2.02,14.45,0.086,True
RES001388,1.66,2.66,0.69,80,84,1.87,21.97,0.002,False
RES001389,6.39,2.54,1.97,16,13,1.19,1.25,0.009,False
RES001391,8.77,0.92,1.96,52,60,1.41,13.11,0.008,True
RES001392,2.9,3.08,0.88,74,83,1.2,22.89,0.093,False
RES001393,8.48,4.61,0.34,16,22,2.1,21.55,0.002,True
RES001394,7.46,2.37,1.26,89,85,1.32,16.01,0.065,True
RES001398,9.27,2.4,1.68,82,82,2.28,5.57,0.018,False
RES001399,1.07,1.11,1.14,86,94,1.47,21.32,0.069,False
RES001401,2.47,3.69,0.7,73,70,2.24,7.29,0.079,True
RES001402,3.92,0.86,1.51,45,40,1.83,17.46,0.057,False
RES001403,2.1,0.17,1.25,59,57,2.38,4.73,0.007,False
RES001406,2.1,0.13,1.02,52,53,1.49,18.61,0.094,False
RES001407,5.27,3.05,1.75,38,40,1.07,4.33,0.084,False
RES001409,5.64,4.52,1.99,75,81,1.56,2.15,0.09,True
RES001410,3.62,0.07,1.71,82,81,1.51,9.26,0.024,True
RES001411,1.88,0.02,0.66,29,38,2.19,2.02,0.057,False
RES001412,3.98,0.14,1.08,43,46,2.19,5.8,0.007,True
RES001413,5.44,3.14,1.55,24,26,1.87,19.55,0.055,True
RES001414,8.61,2.58,1.26,89,97,2.33,10.36,0.063,False
RES001415,3.34,2.47,1.02,43,40,1.94,18.11,0.083,True
RES001416,4.14,2.0,1.73,87,97,2.39,7.53,0.004,True
RES001420,5.22,1.02,1.33,28,37,2.06,19.14,0.041,False
RES001423,1.9,3.18,1.12,58,55,1.75,20.07,0.039,True
RES001426,5.91,2.4,0.82,83,79,1.58,20.26,0.019,False
RES001427,9.54,2.86,0.67,69,73,1.25,16.68,0.069,False
RES001428,0.73,1.6,0.23,44,41,1.21,9.82,0.094,True
RES001429,3.17,0.46,0.62,51,59,1.85,16.53,0.005,True
RES001430,1.48,2.71,0.01,65,63,1.81,8.08,0.082,True
RES001432,3.09,3.6,1.61,63,65,1.68,4.89,0.077,True
RES001434,3.99,2.63,1.35,60,64,1.4,10.01,0.065,False
RES001435,7.67,3.23,1.64,43,50,1.63,18.24,0.084,True
RES001437,8.13,3.73,0.16,63,58,1.76,23.47,0.076,False
RES001438,2.05,1.09,0.29,31,36,1.3,22.04,0.073,True
RES001439,2.52,2.89,1.76,29,30,1.17,4.03,0.052,True
RES001441,6.4,1.51,0.99,18,25,1.9,3.1,0.036,True
RES001442,0.04,1.32,1.51,20,20,2.01,0.12,0.091,False
RES001445,7.34,3.47,1.68,37,35,2.19,21.06,0.086,True
RES001446,5.64,4.75,0.24,72,68,1.39,7.16,0.052,False
RES001447,8.41,3.63,1.95,32,28,1.41,19.35,0.045,False
RES001452,5.2,3.78,1.81,83,85,1.05,14.78,0.019,True
RES001453,5.28,3.22,1.56,15,11,1.39,4.66,0.055,False
RES001455,5.96,0.74,0.63,67,74,2.21,7.81,0.085,False
RES001458,3.32,0.82,1.75,49,48,1.28,23.37,0.057,False
RES001459,5.55,3.63,1.75,40,39,1.7,17.3,0.013,True
RES001460,4.61,3.7,0.48,77,76,2.18,15.3,0.021,True
RES001461,3.75,2.51,0.98,70,78,1.19,8.24,0.004,True
RES001464,4.0,2.14,1.25,77,85,2.46,24.37,0.023,False
RES001467,4.49,0.56,1.7,55,56,1.46,2.19,0.075,True
RES001476,9.32,2.7,0.11,29,25,2.38,17.98,0.027,True
RES001477,3.06,1.21,0.13,17,18,1.43,9.27,0.02,False
RES001479,1.47,1.11,0.94,38,46,1.89,9.11,0.071,False
RES001482,9.14,4.78,1.33,82,81,1.74,24.82,0.06,False
RES001484,7.28,3.23,0.61,50,49,1.29,13.33,0.083,True
RES001485,6.7,4.59,0.94,65,74,1.38,8.94,0.085,True
RES001487,3.41,0.46,0.95,48,57,2.45,5.33,0.039,True
RES001488,7.19,1.9,1.51,50,45,1.3,12.93,0.053,True
RES001489,2.92,0.7,0.38,51,47,1.05,8.4,0.001,True
RES001492,8.41,1.76,0.56,83,91,1.47,21.94,0.075,False
RES001493,9.33,2.51,0.87,50,59,1.49,24.99,0.037,True
RES001494,7.14,3.16,1.12,39,38,1.12,13.52,0.016,True
RES001495,2.66,2.81,0.07,79,84,1.27,0.5,0.076,False
RES001497,5.67,0.83,1.2,44,45,1.36,14.12,0.015,False
RES001498,1.26,0.68,1.96,75,71,1.76,14.05,0.091,False
RES001500,4.04,1.11,1.42,30,36,1.51,13.11,0.005,False
RES001501,0.23,4.23,0.14,81,81,1.6,6.05,0.022,True
RES001502,1.54,0.79,0.0,61,70,1.69,15.11,0.057,False
RES001503,6.28,4.83,0.86,85,92,2.25,1.56,0.007,True
RES001505,2.46,0.78,1.53,58,55,1.35,24.25,0.026,False
RES001509,0.41,4.36,0.18,71,66,1.52,14.86,0.057,True
RES001510,6.62,4.39,0.37,62,68,1.61,20.17,0.071,False
RES001511,0.51,1.53,0.06,54,59,1.17,3.64,0.046,True
RES001512,8.98,3.88,1.61,82,79,2.05,6.95,0.009,True
RES001513,7.41,3.52,0.47,57,53,1.91,19.68,0.065,True
RES001514,9.38,0.08,1.17,42,48,1.6,11.47,0.062,True
RES001515,6.13,4.05,1.51,79,81,1.28,8.58,0.075,False
RES001516,4.3,1.11,0.93,16,18,1.44,16.81,0.048,True
RES001519,7.32,3.85,1.21,26,32,2.18,14.05,0.077,False
RES001520,0.69,1.85,1.45,68,69,2.22,7.21,0.076,False
RES001521,4.71,3.21,1.33,61,59,1.7,16.34,0.089,True
RES001523,9.43,0.55,1.67,43,47,1.32,8.76,0.056,False
RES001526,3.5,4.87,1.3,90,98,1.35,11.43,0.052,False
RES001530,3.44,1.05,1.5,52,53,2.41,6.15,0.021,False
RES001531,8.38,4.03,0.17,69,70,2.3,18.23,0.016,False
RES001532,9.72,3.66,0.62,29,33,2.43,20.81,0.049,True
RES001536,1.62,4.29,0.48,83,78,1.37,3.21,0.063,False
RES001537,5.53,4.1,1.55,80,77,1.34,8.97,0.011,True
RES001538,1.88,3.65,1.75,17,13,1.84,16.36,0.05,False
RES001539,4.18,3.69,1.12,49,59,1.52,0.38,0.092,True
RES001540,3.15,4.63,0.1,66,70,1.85,4.18,0.061,False
RES001541,3.87,1.3,0.6,17,22,1.43,18.74,0.012,False
RES001542,7.8,2.68,0.69,17,17,2.27,23.25,0.001,True
RES001543,6.8,0.36,1.44,71,66,1.94,24.5,0.048,False
RES001545,7.23,1.6,0.45,16,16,2.25,4.07,0.083,False
RES001546,9.57,1.83,0.08,40,38,1.11,0.37,0.073,False
RES001547,1.96,4.9,0.38,38,37,1.03,22.45,0.025,False
RES001549,9.16,1.3,1.37,51,52,1.45,23.72,0.02,False
RES001550,0.43,3.37,1.69,29,36,2.32,21.89,0.06,False
RES001551,7.95,1.55,0.35,90,87,1.62,8.8,0.001,False
RES001554,2.84,2.72,0.52,55,53,1.57,15.84,0.002,False
RES001555,0.05,4.57,0.91,38,42,1.93,18.61,0.088,True
RES001557,0.94,2.86,1.69,67,63,1.62,13.66,0.022,False
RES001558,8.0,1.93,0.19,83,85,2.21,0.5,0.095,True
RES001559,6.17,1.39,0.0,47,57,1.73,2.91,0.005,False
RES001563,8.78,3.64,0.06,61,62,2.03,4.25,0.03,True
RES001564,0.07,1.8,0.89,70,76,1.48,18.58,0.017,False
RES001566,7.02,2.55,0.12,84,87,2.38,10.9,0.026,True
RES001567,5.83,4.02,1.02,53,63,1.02,7.32,0.098,False
RES001568,0.02,2.31,0.56,78,85,1.36,11.56,0.089,True
RES001570,2.58,1.84,0.79,49,47,1.54,2.95,0.026,False
RES001572,1.02,3.48,1.24,63,73,1.67,23.54,0.022,True
RES001574,2.18,2.72,0.3,30,27,2.09,13.19,0.065,False
RES001577,7.04,4.46,0.17,86,88,2.2,2.65,0.068,False
RES001578,1.64,0.56,1.34,15,25,1.01,5.14,0.065,True
RES001579,4.67,3.25,0.77,31,39,2.22,24.59,0.042,False
RES001580,4.84,2.08,0.15,33,42,1.55,2.69,0.071,False
RES001581,6.41,1.06,0.91,80,81,1.47,13.28,0.083,True
RES001582,9.85,0.22,0.72,47,49,1.19,10.43,0.036,True
RES001583,0.04,2.36,1.19,44,46,1.26,5.45,0.039,False
RES001585,9.73,1.19,1.49,41,43,2.26,18.89,0.091,True
RES001587,1.61,2.88,1.6,20,18,1.41,14.67,0.087,False
RES001590,0.25,4.35,0.07,55,54,1.56,15.2,0.066,False
RES001591,2.58,4.7,0.02,69,74,1.76,7.7,0.1,True
RES001593,8.3,2.72,0.06,25,29,1.4,9.79,0.063,False
RES001594,8.87,2.07,0.94,63,62,1.2,20.07,0.066,True
RES001595,9.05,1.7,0.13,39,44,1.18,15.37,0.065,False
RES001597,9.54,2.12,0.9,34,34,2.29,8.53,0.028,False
RES001600,4.77,2.25,0.17,34,43,1.98,4.59,0.095,True
RES001602,8.89,4.85,1.87,67,75,2.08,22.78,0.051,False
RES001603,7.63,0.83,0.38,39,39,1.41,20.26,0.041,True
RES001604,0.28,4.26,0.56,80,79,1.33,3.79,0.039,True
RES001606,2.04,4.48,1.59,60,70,2.31,9.82,0.027,False
RES001607,7.98,4.95,0.54,42,40,1.91,24.39,0.086,True
RES001611,6.07,2.23,0.95,45,46,1.67,16.56,0.021,True
RES001612,0.37,2.69,1.31,29,36,1.8,20.0,0.046,False
RES001614,3.71,3.48,0.68,22,22,1.34,0.23,0.029,True
RES001617,1.57,1.64,0.47,70,66,1.52,4.12,0.023,False
RES001618,5.75,4.98,1.47,85,85,1.56,24.52,0.06,False
RES001619,6.03,3.05,0.59,37,32,1.18,18.49,0.061,False
RES001620,6.76,0.12,0.39,50,57,2.0,20.03,0.093,False
RES001621,6.28,0.65,1.87,74,71,1.16,24.78,0.096,False
RES001622,7.53,0.81,1.32,15,19,1.53,1.45,0.097,True
RES001624,8.55,0.92,0.13,57,65,1.05,18.15,0.032,True
RES001626,5.19,0.39,0.14,45,55,2.02,5.01,0.003,False
RES001627,4.07,0.95,1.1,23,18,1.78,20.52,0.051,True
RES001628,3.81,0.24,0.43,69,64,1.51,14.43,0.05,False
RES001629,2.29,2.25,1.27,55,62,2.4,10.99,0.095,False
RES001632,9.87,4.39,0.53,31,31,1.58,24.08,0.078,False
RES001633,5.46,4.53,1.35,31,38,1.53,20.37,0.032,False
RES001636,7.09,3.74,1.32,22,28,1.36,8.74,0.066,True
RES001637,6.82,4.06,1.29,80,88,1.57,8.48,0.077,False
RES001638,9.14,0.34,1.96,18,20,1.84,11.38,0.028,False
RES001640,6.49,3.52,0.52,62,61,1.99,11.06,0.013,False
RES001641,5.08,4.88,0.54,57,66,2.17,7.52,0.023,False
RES001646,2.82,2.43,0.82,66,71,1.22,3.75,0.081,False
RES001647,0.94,0.42,0.28,43,46,1.34,7.94,0.081,True
RES001650,6.35,0.82,0.19,80,79,1.7,17.25,0.039,False
RES001652,2.22,0.03,0.09,61,62,2.48,0.96,0.062,True
RES001653,4.34,4.29,1.02,34,31,2.03,2.25,0.016,True
RES001654,3.13,3.05,0.62,40,49,1.68,11.87,0.089,False
RES001656,0.71,3.05,0.75,50,53,1.8,11.44,0.083,True
RES001657,9.11,3.54,0.53,55,60,2.38,8.0,0.089,True
RES001659,0.98,0.16,1.33,19,28,1.17,14.92,0.075,True
RES001661,4.89,0.11,0.01,72,80,1.1,0.79,0.074,True
RES001662,0.38,1.98,1.52,33,40,1.28,20.93,0.068,False
RES001664,6.11,2.56,0.49,69,74,2.36,3.11,0.098,True
RES001665,1.23,4.36,1.99,36,39,1.49,22.01,0.032,True
RES001666,8.01,1.14,0.32,53,63,1.25,16.93,0.032,False
RES001668,0.08,0.16,0.95,28,30,1.22,13.29,0.015,False
RES001669,4.73,0.17,0.75,19,23,1.37,5.59,0.043,True
RES001673,4.51,2.09,0.44,67,77,1.99,5.81,0.027,True
RES001674,0.85,2.41,0.75,46,49,1.12,1.28,0.073,True
RES001676,9.51,4.89,0.67,61,58,1.3,0.25,0.01,False
RES001678,6.01,2.49,0.62,73,75,1.21,20.71,0.064,False
RES001681,8.43,0.64,1.46,60,57,1.78,13.11,0.098,True
RES001682,5.04,0.02,1.71,78,88,1.87,21.39,0.062,False
RES001686,3.41,4.76,1.46,46,48,1.84,18.84,0.023,False
RES001691,2.28,2.83,1.34,32,29,2.15,24.97,0.002,False
RES001692,5.54,0.81,1.37,78,85,1.66,20.34,0.091,False
RES001693,6.62,0.44,0.44,48,51,1.89,14.31,0.017,False
RES001694,7.9,4.95,0.05,25,34,1.17,22.98,0.029,True
RES001696,7.36,0.38,1.52,29,32,2.09,8.94,0.029,True
RES001697,1.07,1.91,0.97,43,45,1.61,5.64,0.086,True
RES001698,3.46,0.53,1.32,82,81,1.48,16.68,0.038,True
RES001699,5.01,2.88,1.93,32,39,2.36,24.43,0.094,True
RES001702,1.33,0.88,1.53,89,96,2.1,4.54,0.011,False
RES001703,4.06,3.9,1.28,70,69,2.09,1.2,0.006,False
RES001705,1.46,1.58,1.21,60,63,1.58,18.95,0.04,True
RES001706,3.15,1.84,0.58,42,47,2.14,18.19,0.026,True
RES001708,5.26,3.39,1.93,50,50,2.04,17.89,0.014,True
RES001709,4.75,3.13,1.99,24,19,1.15,10.08,0.099,True
RES001710,3.76,4.58,1.17,37,36,1.96,23.41,0.056,False
RES001711,4.58,0.52,0.75,19,29,1.31,19.61,0.024,False
RES001712,0.54,2.8,0.74,67,70,1.35,12.96,0.057,True
RES001713,4.03,4.71,1.22,18,18,1.05,10.49,0.016,True
RES001714,5.59,1.51,0.32,56,58,1.24,7.97,0.081,False
RES001715,7.27,4.3,0.33,48,51,1.13,20.94,0.027,True
RES001716,0.18,4.77,1.18,41,41,2.41,1.31,0.008,True
RES001717,2.41,3.82,1.97,79,88,2.25,3.53,0.008,True
RES001718,5.22,1.07,0.17,30,36,1.6,13.68,0.044,False
RES001720,6.77,0.27,1.76,48,46,1.63,9.55,0.082,True
RES001721,6.06,3.95,0.05,54,56,1.14,0.53,0.02,False
RES001722,5.82,4.36,0.66,86,82,1.26,13.58,0.069,False
RES001723,8.06,3.23,0.52,73,82,1.38,22.62,0.074,False
RES001724,1.73,4.06,1.87,75,76,2.24,18.21,0.078,False
RES001726,7.95,4.35,1.47,71,71,2.19,1.04,0.09,False
RES001727,3.31,0.25,0.54,37,35,1.2,22.56,0.044,True
RES001728,6.4,1.34,0.98,51,55,1.72,16.41,0.029,False
RES001729,7.96,2.11,0.36,62,60,1.96,3.93,0.041,False
RES001730,9.19,0.53,0.8,22,26,1.75,11.86,0.023,False
RES001731,8.96,4.67,1.28,22,19,1.09,0.07,0.049,True
RES001733,2.08,3.61,0.42,50,57,1.09,11.02,0.016,False
RES001735,2.6,1.66,0.31,66,67,1.78,19.1,0.001,True
RES001737,9.05,3.67,1.64,64,73,2.46,5.0,0.091,True
RES001738,2.85,0.63,0.19,72,79,2.29,19.45,0.043,False
RES001740,6.45,3.89,0.99,34,39,1.87,9.14,0.017,False
RES001742,1.73,3.36,0.07,45,52,1.16,17.58,0.098,True
RES001744,9.4,3.05,1.61,28,27,2.45,24.13,0.096,True
RES001746,8.46,0.15,1.23,84,79,1.6,9.73,0.017,True
RES001747,3.49,2.54,1.25,40,43,1.06,1.56,0.042,True
RES001748,1.71,0.4,1.76,55,61,2.28,5.7,0.034,True
RES001750,6.43,1.08,0.24,43,51,1.84,22.11,0.059,True
RES001751,2.65,0.25,1.0,15,24,2.5,3.76,0.086,False
RES001752,3.35,1.46,0.76,53,52,1.06,4.79,0.064,True
RES001753,4.78,2.52,1.41,18,26,2.42,5.37,0.051,False
RES001754,0.29,0.22,1.92,71,75,1.45,18.68,0.069,False
RES001757,8.16,2.02,0.37,27,25,1.68,20.09,0.044,False
RES001758,9.66,4.84,1.96,64,63,2.2,1.32,0.073,True
RES001759,4.46,3.35,0.64,58,68,1.63,4.17,0.023,False
RES001760,1.22,4.28,0.09,63,67,2.13,6.41,0.031,True
RES001762,1.95,0.42,0.56,85,81,1.08,17.55,0.051,False
RES001763,8.35,0.23,1.92,28,28,2.25,21.58,0.051,False
RES001764,6.51,1.74,0.49,54,62,1.98,16.08,0.033,False
RES001765,1.95,0.8,1.44,49,47,1.92,14.13,0.055,False
RES001766,8.76,3.55,1.41,55,56,1.64,9.1,0.094,False
RES001767,7.16,3.59,1.13,19,20,1.08,20.16,0.037,False
RES001769,9.61,1.6,1.79,67,75,2.3,15.01,0.0,True
RES001771,5.33,2.69,0.7,43,43,2.12,2.19,0.069,False
RES001772,3.28,0.4,1.25,43,46,2.2,11.43,0.1,True
RES001773,0.36,0.03,1.55,33,34,1.43,9.34,0.036,False
RES001774,1.91,0.92,0.11,46,50,1.86,16.39,0.088,False
RES001775,7.85,0.3,1.28,42,37,1.46,2.38,0.044,False
RES001777,6.56,4.85,0.35,36,40,1.95,6.22,0.032,True
RES001778,0.8,4.3,1.7,21,26,1.08,4.5,0.01,False
RES001780,1.59,2.97,0.47,44,52,1.09,14.46,0.005,False
RES001781,7.14,1.76,1.94,46,54,2.26,14.94,0.06,False
RES001783,4.4,3.62,1.24,70,70,1.27,19.95,0.018,False
RES001785,2.62,3.64,0.34,53,60,1.1,6.63,0.053,False
RES001789,6.66,2.52,0.42,43,52,1.72,12.33,0.089,True
RES001790,6.1,0.97,0.03,47,53,2.44,20.72,0.005,True
RES001792,6.9,3.09,1.81,16,15,2.34,19.46,0.097,True
RES001793,6.61,1.75,0.45,45,44,1.36,9.91,0.001,False
RES001794,0.68,0.56,0.22,55,59,1.31,7.7,0.028,True
RES001795,4.95,4.03,1.6,49,58,1.13,0.28,0.052,False
RES001796,6.22,0.23,1.03,71,80,1.58,18.49,0.002,True
RES001797,2.22,2.75,0.45,28,25,1.23,23.38,0.015,True
RES001798,7.92,0.02,1.49,24,24,2.34,14.72,0.039,True
RES001800,5.98,0.49,0.56,28,31,1.24,19.49,0.098,False
RES001801,4.88,0.8,0.51,34,38,1.94,9.81,0.023,False
RES001802,3.59,4.09,1.45,30,27,1.13,19.18,0.041,True
RES001804,1.58,4.26,1.92,19,21,2.45,18.35,0.091,True
RES001805,7.54,3.95,1.41,53,59,1.04,24.54,0.011,True
RES001808,9.9,0.08,0.47,60,59,1.65,16.78,0.073,True
RES001809,1.28,2.56,0.01,80,89,1.88,13.39,0.018,False
RES001811,7.34,0.6,1.86,48,48,2.15,21.97,0.005,False
RES001814,7.46,2.05,0.03,67,67,1.21,17.05,0.051,False
RES001815,3.26,2.13,1.42,59,59,1.91,17.66,0.064,False
RES001816,3.86,4.09,1.38,30,35,1.64,4.07,0.005,True
RES001820,7.16,3.79,1.3,84,84,1.27,9.15,0.057,False
RES001822,3.73,4.95,0.89,55,50,2.16,4.3,0.047,True
RES001823,4.02,2.37,0.25,64,69,1.18,16.82,0.063,False
RES001824,9.47,1.36,0.98,18,20,1.72,4.88,0.016,True
RES001825,6.16,0.36,0.17,57,55,2.11,10.68,0.036,True
RES001826,7.71,2.61,0.22,84,94,1.37,23.55,0.025,True
RES001827,0.6,3.48,0.43,68,78,2.33,9.77,0.046,False
RES001828,8.1,2.92,0.91,56,56,1.44,19.42,0.007,True
RES001829,4.66,1.14,0.67,60,65,1.11,9.62,0.023,True
RES001830,1.65,3.88,0.84,31,33,1.49,17.7,0.019,True
RES001831,1.45,3.75,0.25,50,58,1.55,22.69,0.015,False
RES001832,4.5,4.54,0.11,70,74,2.38,18.94,0.022,True
RES001835,8.24,4.45,1.85,54,59,1.74,8.84,0.076,True
RES001836,6.0,0.62,0.85,67,76,2.44,22.07,0.094,True
RES001838,1.29,1.31,1.41,34,43,1.82,10.85,0.026,True
RES001839,2.75,2.6,0.01,17,22,1.22,18.39,0.046,False
RES001840,6.08,2.35,1.93,64,71,1.6,15.28,0.043,True
RES001842,1.14,2.26,0.39,35,43,2.07,17.65,0.099,True
RES001843,8.94,0.55,0.14,77,86,1.8,12.47,0.001,True
RES001846,7.79,1.38,1.63,45,55,1.46,15.72,0.046,True
RES001848,1.9,0.72,0.13,42,37,1.08,9.39,0.092,True
RES001849,3.02,3.22,1.99,41,46,1.5,10.35,0.01,False
RES001850,6.89,2.07,0.94,83,80,1.38,19.75,0.076,True
