Restaurant_ID,Average_menu_price,Most_common_cuisine,Average_delivery_time,Popularity_score,Estimated_value_score
RES001207,22.62,American,79,27.3,6.5
RES001208,48.38,French,46,55.1,4.8
RES001209,76.31,Thai,20,27.3,4.2
RES001210,59.35,Italian,84,40.8,5.1
RES001211,11.7,Japanese,,35.7,0.4
RES001212,45.69,Indian,70,39.9,1.6
RES001213,66.66,Pizza,54,59.0,1.6
RES001214,70.13,Italian,22,23.1,7.1
RES001215,77.85,Japanese,39,80.9,8.9
RES001216,94.36,Pizza,43,86.1,2.0
RES001217,108.52,Chinese,76,16.8,3.0
RES001218,80.17,Japanese,59,27.2,6.2
RES001219,24.02,Brazilian,35,77.8,7.6
RES001220,19.72,Burger,,42.2,7.2
RES001221,57.01,Chinese,43,72.1,8.2
RES001222,25.1,Japanese,53,95.4,5.0
RES001223,45.22,French,,26.8,3.5
RES001224,70.4,Pizza,47,24.9,5.8
RES001225,23.64,French,61,98.7,6.5
RES001226,20.26,Japanese,,47.2,6.9
RES001227,50.52,Mediterranean,60,36.7,0.0
RES001228,112.43,Mexican,66,81.8,7.0
RES001229,48.56,Pizza,,44.0,8.9
RES001230,26.48,Thai,24,3.4,4.4
RES001231,90.71,Brazilian,31,71.3,7.3
RES001232,63.37,Brazilian,,95.6,8.9
RES001233,49.81,Indian,,79.3,7.0
RES001234,22.97,Chinese,,63.1,5.6
RES001235,78.22,American,92,37.6,9.3
RES001236,20.75,Burger,,28.1,2.1
RES001237,49.19,Japanese,,45.4,1.3
RES001238,82.27,French,72,62.5,0.9
RES001239,93.92,Indian,61,56.2,3.7
RES001240,77.59,Indian,19,8.1,9.6
RES001241,25.18,Chinese,,14.1,9.0
RES001242,19.98,Japanese,,1.9,4.0
RES001243,92.91,Pizza,11,75.7,8.2
RES001244,22.92,Brazilian,,50.6,9.6
RES001245,87.97,Thai,77,74.1,1.4
RES001246,72.49,Mexican,72,28.8,9.8
RES001247,91.03,Mediterranean,76,91.6,0.6
RES001248,11.93,Brazilian,80,22.4,4.5
RES001249,23.02,French,,7.9,3.4
RES001250,22.46,Italian,13,45.7,3.0
RES001251,67.73,Italian,32,93.6,9.9
RES001252,20.55,Pizza,24,9.5,2.2
RES001253,55.93,Indian,63,45.6,0.3
RES001254,20.76,Mediterranean,25,56.7,7.5
RES001255,88.66,French,,65.0,8.7
RES001256,44.69,Burger,56,14.5,5.8
RES001257,67.85,American,31,60.4,0.6
RES001258,12.1,Chinese,29,49.1,1.9
RES001259,21.03,Brazilian,66,34.7,5.8
RES001260,20.63,Thai,41,51.0,5.4
RES001261,40.25,Brazilian,93,49.0,7.6
RES001262,42.08,Mexican,33,97.7,0.0
RES001263,83.6,Mediterranean,63,39.6,1.5
RES001264,44.62,Thai,,83.1,3.5
RES001265,91.44,Chinese,,66.3,6.6
RES001266,23.77,Burger,75,49.2,1.0
RES001267,75.45,Thai,51,83.2,0.7
RES001268,90.62,Brazilian,,80.8,6.4
RES001269,89.0,Pizza,31,47.8,0.4
RES001270,22.59,Pizza,,99.2,9.4
RES001271,42.82,Burger,27,43.0,8.2
RES001272,62.21,Japanese,,43.1,4.3
RES001273,85.75,Indian,46,99.4,7.7
RES001274,82.1,Burger,90,79.1,8.3
RES001275,106.59,Pizza,81,71.9,7.5
RES001276,57.21,Japanese,53,44.0,7.7
RES001277,101.55,Thai,23,44.6,8.2
RES001278,67.52,Japanese,20,86.5,9.5
RES001279,61.78,Chinese,,13.7,9.3
RES001280,30.81,American,72,48.0,0.6
RES001281,63.11,American,,40.6,5.6
RES001282,82.38,Chinese,38,70.1,7.0
RES001283,63.05,Thai,,35.6,2.4
RES001284,79.58,Mediterranean,47,27.8,2.5
RES001285,65.6,Indian,65,47.3,2.2
RES001286,83.61,Japanese,89,44.7,7.9
RES001287,93.27,Burger,27,68.7,6.7
RES001288,63.73,French,39,85.1,0.8
RES001289,44.51,Thai,,80.2,2.1
RES001290,51.52,Mediterranean,26,33.1,3.2
RES001291,32.1,Mexican,83,80.7,8.9
RES001292,72.77,Mexican,84,18.9,8.0
RES001293,94.1,Chinese,,69.1,5.4
RES001294,101.86,Brazilian,21,80.6,5.2
RES001295,35.16,Mexican,16,71.8,9.7
RES001296,42.3,French,,44.9,5.5
RES001297,67.53,Chinese,78,77.6,5.6
RES001298,51.36,Burger,77,64.0,9.0
RES001299,44.68,Indian,45,14.9,8.8
RES001300,49.19,Indian,,92.7,6.1
RES001301,50.25,Pizza,,17.6,5.2
RES001302,113.65,American,,76.9,7.1
RES001303,22.58,French,97,74.5,4.2
RES001304,48.58,Italian,48,42.9,1.1
RES001305,56.56,Italian,49,36.2,5.9
RES001306,24.03,Italian,,28.6,9.5
RES001307,86.64,Thai,87,59.7,9.1
RES001308,76.03,Burger,51,41.9,9.3
RES001309,23.25,Thai,,79.4,6.7
RES001310,57.45,Pizza,,93.7,5.9
RES001311,18.89,Indian,93,64.2,8.6
RES001312,42.28,Indian,,54.0,9.2
RES001313,62.26,Chinese,69,69.1,9.5
RES001314,41.89,French,47,83.5,3.9
RES001315,25.74,Japanese,,84.1,0.2
RES001316,25.48,American,74,57.3,1.9
RES001317,24.39,Pizza,,67.0,8.5
RES001318,22.84,Brazilian,,61.4,6.3
RES001319,18.64,Italian,30,0.2,9.5
RES001320,71.92,Thai,27,80.2,1.9
RES001321,60.87,American,84,33.3,4.9
RES001322,93.12,Burger,75,41.8,4.4
RES001323,54.71,American,,73.2,8.9
RES001324,94.17,Mediterranean,94,51.3,0.5
RES001325,23.72,Pizza,84,79.7,8.5
RES001326,43.17,Indian,42,54.2,9.6
RES001327,17.58,Pizza,,8.2,5.0
RES001328,19.61,Japanese,,82.7,8.0
RES001329,31.49,Mexican,,34.0,8.4
RES001330,88.54,Chinese,38,1.8,7.5
RES001331,23.97,Indian,94,25.4,5.7
RES001332,89.06,Burger,59,76.5,7.4
RES001333,18.11,Mediterranean,52,7.4,5.1
RES001334,100.46,Mediterranean,,88.5,4.3
RES001335,21.48,Indian,64,92.5,0.8
RES001336,28.16,French,,40.0,0.6
RES001337,77.81,Chinese,,85.9,8.8
RES001338,25.94,Brazilian,44,4.7,0.9
RES001339,65.97,French,,8.1,0.1
RES001340,85.23,Chinese,37,7.8,6.2
RES001341,64.55,Mediterranean,76,26.9,7.7
RES001342,36.72,Brazilian,14,92.1,7.5
RES001343,97.08,Italian,,23.3,8.6
RES001344,57.95,Mexican,14,50.9,2.7
RES001345,99.13,Burger,38,23.3,8.0
RES001346,75.61,Burger,51,16.1,8.5
RES001347,17.36,Mediterranean,,43.6,6.6
RES001348,56.02,Japanese,,34.3,8.8
RES001349,43.88,American,52,94.3,3.5
RES001350,55.26,Brazilian,,88.6,8.2
RES001351,59.66,Pizza,64,35.4,3.3
RES001352,94.58,American,,28.8,1.5
RES001353,44.99,Italian,92,18.9,2.1
RES001354,40.1,Japanese,,86.6,8.1
RES001355,20.36,Burger,,6.2,6.9
RES001356,103.7,Indian,65,9.9,0.3
RES001357,19.99,Mexican,,37.4,4.4
RES001358,66.65,American,84,64.7,4.1
RES001359,55.68,Mediterranean,67,51.7,1.2
RES001360,71.05,Burger,37,72.4,2.7
RES001361,19.8,Burger,46,79.6,2.9
RES001362,20.37,Burger,,90.1,2.8
RES001363,96.09,Indian,,64.0,1.0
RES001364,96.46,French,56,46.2,8.1
RES001365,22.55,Mexican,53,64.4,2.2
RES001366,13.1,American,,45.5,5.0
RES001367,100.83,Japanese,44,78.9,6.6
RES001368,100.96,Pizza,67,56.2,1.2
RES001369,78.96,Indian,,83.6,1.0
RES001370,14.59,Mexican,,89.1,1.0
RES001371,78.12,Chinese,17,58.4,6.7
RES001372,81.37,Indian,,26.2,4.2
RES001373,46.5,Brazilian,,64.5,9.9
RES001374,72.15,Indian,53,80.7,4.6
RES001375,90.51,Japanese,,7.5,9.3
RES001376,21.1,American,31,51.2,2.3
RES001377,24.77,Italian,,64.5,9.9
RES001378,21.97,Indian,75,70.3,1.2
RES001379,98.2,Chinese,,55.6,0.8
RES001380,20.51,Italian,,71.8,7.8
RES001381,48.53,Pizza,42,68.1,9.9
RES001382,92.3,Mexican,,77.7,7.0
RES001383,97.81,Thai,32,49.3,6.8
RES001384,21.68,Brazilian,44,43.2,6.8
RES001385,96.5,Pizza,50,12.5,1.9
RES001386,55.61,American,64,38.4,1.1
RES001387,22.7,American,22,14.6,8.2
RES001388,103.41,Italian,84,4.2,9.2
RES001389,106.25,Thai,13,63.8,5.7
RES001390,33.6,Japanese,,62.3,4.8
RES001391,21.02,Mediterranean,60,19.4,3.9
RES001392,101.33,Chinese,83,66.4,2.8
RES001393,50.64,Mediterranean,22,95.3,9.4
RES001394,26.38,Burger,85,99.9,8.3
RES001395,70.32,Burger,,26.7,3.6
RES001396,86.99,Mexican,,91.2,0.1
RES001397,89.96,Burger,,58.2,8.8
RES001398,42.11,Indian,82,30.4,3.2
RES001399,65.94,French,94,36.6,9.8
RES001400,93.66,Burger,,39.0,0.8
RES001401,109.49,Mediterranean,70,81.3,4.7
RES001402,108.46,American,40,41.6,4.9
RES001403,24.4,Italian,57,61.9,1.3
RES001404,97.78,French,,95.1,9.4
RES001405,48.2,Italian,,12.5,2.0
RES001406,40.65,Thai,53,48.2,3.6
RES001407,83.16,Italian,40,22.9,5.6
RES001408,21.19,Burger,,64.5,6.2
RES001409,75.03,Mexican,81,12.4,3.9
RES001410,26.65,Brazilian,81,80.8,7.8
RES001411,26.78,Japanese,38,37.4,5.5
RES001412,39.17,Italian,46,21.0,5.2
RES001413,46.05,Mediterranean,26,87.0,0.5
RES001414,103.43,French,97,56.9,3.6
RES001415,109.2,Japanese,40,79.5,7.0
RES001416,60.64,Japanese,97,50.0,6.0
RES001417,24.03,Mexican,,62.3,8.1
RES001418,56.47,Brazilian,,69.7,9.9
RES001419,49.98,Burger,,21.9,10.0
RES001420,50.01,American,37,16.2,9.1
RES001421,51.15,Mediterranean,,79.9,5.2
RES001422,102.64,Mediterranean,,39.6,1.8
RES001423,40.17,American,55,4.2,7.2
RES001424,74.6,Mexican,,98.9,1.3
RES001425,48.31,Mexican,,73.8,3.3
RES001426,22.89,Mexican,79,76.6,6.5
RES001427,23.27,Thai,73,60.6,4.2
RES001428,80.48,Thai,41,18.0,4.0
RES001429,20.31,Chinese,59,9.8,6.4
RES001430,20.25,Thai,63,30.0,8.2
RES001431,23.77,Italian,,56.5,7.2
RES001432,36.03,Pizza,65,45.2,1.9
RES001433,23.22,Italian,,56.4,8.9
RES001434,66.93,French,64,2.1,6.1
RES001435,78.32,Indian,50,28.9,9.1
RES001436,103.8,Pizza,,94.2,4.2
RES001437,22.86,French,58,99.4,3.0
RES001438,40.51,Mexican,36,32.9,4.8
RES001439,70.44,Indian,30,41.2,0.6
RES001440,74.59,Italian,,6.2,2.5
RES001441,21.79,Thai,25,39.9,7.0
RES001442,51.64,Japanese,20,80.1,0.3
RES001443,43.42,Burger,,54.0,0.5
RES001444,21.78,Italian,,71.1,5.9
RES001445,81.64,Indian,35,25.3,2.9
RES001446,56.02,Brazilian,68,52.5,5.4
RES001447,26.4,Pizza,28,39.2,5.7
RES001448,51.42,Indian,,53.7,3.6
RES001449,26.89,Mexican,,74.5,1.2
RES001450,66.12,Mediterranean,,93.9,4.7
RES001451,93.01,Thai,,27.5,3.1
RES001452,91.14,Japanese,85,19.6,0.0
RES001453,41.35,Chinese,11,60.9,4.0
RES001454,67.42,American,,33.2,3.7
RES001455,84.57,Brazilian,74,60.6,8.7
RES001456,79.54,Indian,,18.2,8.3
RES001457,48.97,Chinese,,27.3,3.8
RES001458,69.29,Mexican,48,43.3,2.4
RES001459,26.0,Burger,39,26.8,3.2
RES001460,80.11,Brazilian,76,17.4,0.3
RES001461,70.72,French,78,51.7,4.5
RES001462,44.6,French,,92.7,3.1
RES001463,34.54,Mediterranean,,62.2,5.5
RES001464,51.75,American,85,92.0,2.3
RES001465,42.36,French,,3.7,9.9
RES001466,60.61,American,,61.8,9.5
RES001467,34.3,Chinese,56,66.2,3.5
RES001468,92.09,Brazilian,,53.6,6.1
RES001469,24.09,Thai,,83.3,7.0
RES001470,89.12,Japanese,,69.3,9.4
RES001471,49.5,Japanese,,37.9,0.4
RES001472,106.81,Mexican,,52.1,1.4
RES001473,21.64,Chinese,,78.4,1.6
RES001474,24.72,Chinese,,69.1,7.3
RES001475,28.42,Burger,,6.6,0.7
RES001476,47.87,Brazilian,25,24.1,9.5
RES001477,46.8,Thai,18,72.8,0.6
RES001478,93.28,Pizza,,82.5,3.7
RES001479,107.7,Indian,46,64.9,5.0
RES001480,44.41,Indian,,90.2,1.5
RES001481,86.0,Japanese,,53.2,4.7
RES001482,22.72,Japanese,81,3.2,5.1
RES001483,68.19,Japanese,,96.5,8.8
RES001484,72.53,French,49,51.9,5.2
RES001485,28.03,French,74,62.1,5.7
RES001486,49.1,Japanese,,95.2,0.0
RES001487,39.56,Thai,57,7.5,3.5
RES001488,100.62,Thai,45,3.2,7.5
RES001489,76.78,Japanese,47,98.9,6.5
RES001490,74.77,Indian,,58.6,3.2
RES001491,57.3,Burger,,5.7,6.2
RES001492,67.02,Mexican,91,27.6,2.6
RES001493,18.99,Mediterranean,59,57.5,8.8
RES001494,61.32,French,38,56.0,2.7
RES001495,57.8,Japanese,84,40.0,7.5
RES001496,84.85,Mexican,,41.7,9.5
RES001497,44.73,Mexican,45,54.3,7.7
RES001498,70.85,Brazilian,71,59.7,6.6
RES001499,79.7,Brazilian,,83.9,2.2
RES001500,20.12,Italian,36,67.7,7.1
RES001501,49.46,Thai,81,6.8,8.0
RES001502,76.35,Brazilian,70,78.2,9.8
RES001503,66.53,Japanese,92,69.0,9.5
RES001504,93.92,American,,0.3,3.7
RES001505,26.66,Mexican,55,81.9,5.2
RES001506,24.28,Burger,,26.6,5.8
RES001507,62.89,Chinese,,23.2,6.9
RES001508,89.53,Chinese,,32.1,7.7
RES001509,22.91,Thai,66,19.8,10.0
RES001510,97.3,Italian,68,13.5,1.6
RES001511,106.03,Italian,59,0.7,1.9
RES001512,23.81,French,79,21.0,8.6
RES001513,75.43,Mexican,53,1.1,8.7
RES001514,111.19,Mediterranean,48,32.2,3.3
RES001515,39.25,Japanese,81,80.6,2.4
RES001516,39.97,Thai,18,64.7,8.6
RES001517,23.14,Thai,,14.7,4.7
RES001518,84.84,Thai,,13.7,7.3
RES001519,113.72,American,32,70.9,9.9
RES001520,70.03,Chinese,69,27.8,5.8
RES001521,74.56,Burger,59,22.6,8.1
RES001522,90.55,Thai,,44.8,7.4
RES001523,95.85,Indian,47,57.1,1.9
RES001524,89.64,American,,99.3,2.0
RES001525,59.39,Burger,,35.1,6.9
RES001526,70.18,Thai,98,21.0,2.8
RES001527,55.67,Pizza,,8.5,7.1
RES001528,17.33,Mexican,,83.6,5.0
RES001529,98.02,French,,19.4,8.5
RES001530,46.76,Italian,53,36.6,9.8
RES001531,34.57,Burger,70,10.0,9.0
RES001532,21.76,Chinese,33,90.0,9.5
RES001533,78.97,Burger,,62.5,3.1
RES001534,48.33,Chinese,,53.7,6.8
RES001535,75.75,Mexican,,82.4,1.4
RES001536,97.03,Pizza,78,39.5,3.4
RES001537,46.17,Mexican,77,65.7,9.6
RES001538,106.89,Burger,13,33.1,7.7
RES001539,103.71,Burger,59,28.2,7.1
RES001540,108.5,Indian,70,53.4,0.4
RES001541,64.29,Japanese,22,58.3,2.8
RES001542,56.39,Burger,17,91.5,5.8
RES001543,42.66,Japanese,66,78.3,4.1
RES001544,91.91,Mediterranean,,35.9,9.7
RES001545,62.79,Burger,16,43.4,4.2
RES001546,91.51,Italian,38,3.2,2.9
RES001547,80.2,Thai,37,29.2,0.2
RES001548,26.19,Brazilian,,60.7,9.0
RES001549,89.67,Pizza,52,22.0,1.5
RES001550,24.72,Pizza,36,20.6,4.1
RES001551,55.85,Brazilian,87,82.8,6.3
RES001552,91.66,French,,16.3,5.6
RES001553,60.35,French,,47.1,3.1
RES001554,71.98,Mexican,53,43.6,3.1
RES001555,14.48,Burger,42,77.5,1.2
RES001556,90.84,Japanese,,27.1,5.2
RES001557,68.87,Mexican,63,74.4,7.8
RES001558,85.48,Pizza,85,24.3,8.4
RES001559,64.02,Japanese,57,44.8,5.4
RES001560,41.03,Mediterranean,,32.8,0.5
RES001561,72.48,French,,42.3,6.3
RES001562,56.47,Indian,,12.5,5.4
RES001563,21.98,Japanese,62,83.6,6.6
RES001564,109.06,Chinese,76,48.7,1.2
RES001565,92.34,French,,44.6,9.6
RES001566,104.07,Italian,87,20.6,2.4
RES001567,63.06,French,63,60.1,0.7
RES001568,88.07,Italian,85,87.1,7.1
RES001569,82.33,Indian,,12.7,1.1
RES001570,102.29,Italian,47,14.5,5.7
RES001571,53.48,Chinese,,21.8,5.7
RES001572,83.74,Chinese,73,34.5,4.0
RES001573,22.4,Mediterranean,,63.1,3.8
RES001574,21.76,Thai,27,80.4,3.2
RES001575,42.52,Mexican,,2.1,2.1
RES001576,65.94,Brazilian,,94.0,3.9
RES001577,36.89,Mexican,88,64.1,1.5
RES001578,20.6,Mediterranean,25,29.9,3.5
RES001579,20.7,Indian,39,90.6,8.0
RES001580,40.13,Mediterranean,42,15.9,5.2
RES001581,41.57,Pizza,81,22.5,2.2
RES001582,85.77,Italian,49,67.9,2.1
RES001583,18.24,Mexican,46,57.1,7.6
RES001584,38.76,Brazilian,,64.0,3.0
RES001585,22.47,Mediterranean,43,62.2,1.1
RES001586,46.87,Mediterranean,,26.2,5.4
RES001587,19.84,Mediterranean,18,2.5,9.0
RES001588,23.16,French,,83.6,8.8
RES001589,72.3,Indian,,92.8,0.9
RES001590,92.51,Brazilian,54,60.3,9.6
RES001591,64.66,Mexican,74,45.9,3.8
RES001592,23.73,American,,26.9,5.2
RES001593,36.28,Burger,29,98.9,0.3
RES001594,23.27,Italian,62,65.6,9.3
RES001595,109.73,Pizza,44,40.1,3.3
RES001596,45.85,Japanese,,50.7,4.7
RES001597,87.76,Burger,34,41.8,9.1
RES001598,40.01,Indian,,23.2,7.8
RES001599,58.3,French,,13.0,9.4
RES001600,64.06,French,43,6.8,9.7
RES001601,52.45,American,,77.7,8.9
RES001602,106.9,Japanese,75,32.2,2.8
RES001603,26.29,Chinese,39,71.2,8.4
RES001604,25.11,Mexican,79,66.0,4.6
RES001605,101.47,Italian,,65.9,3.6
RES001606,43.1,Italian,70,60.1,5.5
RES001607,38.71,Mexican,40,27.8,4.6
RES001608,47.37,Mexican,,0.7,9.2
RES001609,85.93,American,,71.0,0.2
RES001610,63.85,Chinese,,83.5,9.7
RES001611,27.58,Burger,46,12.8,4.2
RES001612,51.71,Indian,36,36.9,4.4
RES001613,39.96,Indian,,68.9,3.6
RES001614,113.95,Brazilian,22,96.4,1.7
RES001615,85.09,Chinese,,52.7,5.3
RES001616,100.62,French,,19.9,3.6
RES001617,87.59,Burger,66,18.9,3.5
RES001618,17.66,American,85,75.6,2.2
RES001619,70.19,Brazilian,32,25.4,6.5
RES001620,41.89,Brazilian,57,12.0,8.5
RES001621,81.25,Japanese,71,42.3,5.7
RES001622,95.03,Pizza,19,7.2,3.5
RES001623,44.12,Italian,,50.3,1.9
RES001624,44.99,Chinese,65,46.8,0.4
RES001625,97.59,Thai,,61.6,9.2
RES001626,42.93,Japanese,55,23.0,7.4
RES001627,73.39,Chinese,18,26.3,3.0
RES001628,24.36,American,64,12.1,2.3
RES001629,68.24,Japanese,62,51.6,5.5
RES001630,27.79,American,,81.2,5.6
RES001631,66.46,Mediterranean,,28.6,3.9
RES001632,20.84,American,31,32.0,1.9
RES001633,46.06,Mexican,38,97.8,6.3
RES001634,108.01,Thai,,56.5,8.7
RES001635,80.94,Thai,,26.8,6.4
RES001636,66.23,Mexican,28,96.6,3.4
RES001637,29.97,Italian,88,57.4,6.2
RES001638,36.49,French,20,26.1,0.7
RES001639,82.84,Indian,,49.0,9.9
RES001640,42.18,Burger,61,43.6,2.3
RES001641,65.71,Italian,66,49.6,9.5
RES001642,43.74,Italian,,6.1,9.5
RES001643,66.13,Brazilian,,73.3,2.9
RES001644,46.26,Chinese,,6.5,7.4
RES001645,66.85,French,,0.5,8.5
RES001646,71.15,American,71,19.5,4.5
RES001647,59.06,Thai,46,90.2,6.6
RES001648,51.58,Indian,,5.7,2.8
RES001649,39.43,American,,70.3,0.1
RES001650,23.96,Italian,79,28.7,9.0
RES001651,90.98,Japanese,,60.6,7.7
RES001652,57.01,Chinese,62,90.8,4.7
RES001653,59.72,Japanese,31,70.4,8.9
RES001654,47.72,Italian,49,6.8,8.4
RES001655,66.93,Brazilian,,31.4,1.1
RES001656,101.12,Chinese,53,70.0,0.0
RES001657,70.87,Pizza,60,5.9,9.2
RES001658,23.13,Mediterranean,,89.2,9.1
RES001659,93.08,Burger,28,93.9,3.9
RES001660,25.27,Brazilian,,27.4,4.8
RES001661,38.25,Burger,80,63.8,9.2
RES001662,60.72,French,40,87.4,0.2
RES001663,71.62,Burger,,76.4,4.3
RES001664,23.57,Burger,74,35.6,5.0
RES001665,22.74,French,39,19.5,2.3
RES001666,65.02,Japanese,63,58.7,4.1
RES001667,101.77,Burger,,40.9,9.6
RES001668,22.35,Mediterranean,30,17.3,6.7
RES001669,38.84,Indian,23,74.9,5.7
RES001670,21.38,Mediterranean,,17.0,2.7
RES001671,25.67,Mediterranean,,2.7,6.8
RES001672,109.19,Thai,,64.5,2.0
RES001673,43.42,French,77,47.9,0.9
RES001674,108.72,Mediterranean,49,97.9,4.4
RES001675,81.78,French,,33.2,3.3
RES001676,78.51,Italian,58,68.7,5.2
RES001677,64.64,Burger,,40.4,8.6
RES001678,70.24,Brazilian,75,92.9,8.5
RES001679,18.6,French,,49.1,7.1
RES001680,71.07,Chinese,,19.9,7.1
RES001681,34.75,Thai,57,71.1,1.5
RES001682,30.34,Mediterranean,88,73.2,4.5
RES001683,21.4,Burger,,76.6,2.8
RES001684,77.07,French,,23.0,7.7
RES001685,36.86,Thai,,55.8,1.3
RES001686,97.02,Mexican,48,47.7,0.3
RES001687,44.43,Mediterranean,,92.3,6.0
RES001688,60.31,Mediterranean,,84.3,0.4
RES001689,77.68,American,,45.4,4.9
RES001690,89.17,Pizza,,26.8,9.9
RES001691,60.87,Mediterranean,29,25.9,7.8
RES001692,107.44,Burger,85,69.2,9.1
RES001693,56.76,Japanese,51,39.9,1.7
RES001694,63.16,Chinese,34,28.0,8.7
RES001695,49.36,Italian,,24.2,9.9
RES001696,20.21,Mediterranean,32,47.5,4.8
RES001697,53.64,Mexican,45,47.8,8.0
RES001698,48.07,Mediterranean,81,77.5,6.9
RES001699,90.06,Thai,39,35.6,4.2
RES001700,71.82,American,,96.1,2.4
RES001701,62.98,Japanese,,25.2,8.4
RES001702,81.81,Indian,96,0.4,5.9
RES001703,104.99,Chinese,69,64.0,1.2
RES001704,83.87,Mediterranean,,22.4,9.6
RES001705,45.12,Brazilian,63,91.5,9.1
RES001706,74.21,Mediterranean,47,24.2,3.8
RES001707,42.56,Chinese,,33.1,8.7
RES001708,82.0,Japanese,50,61.8,6.2
RES001709,103.4,Indian,19,11.6,3.5
RES001710,21.62,Chinese,36,1.5,2.7
RES001711,22.08,Japanese,29,74.3,0.3
RES001712,68.77,Brazilian,70,47.1,8.3
RES001713,100.98,Thai,18,67.0,8.5
RES001714,49.74,Brazilian,58,26.0,5.0
RES001715,66.54,American,51,95.7,7.1
RES001716,22.16,Thai,41,16.4,3.0
RES001717,87.56,Mexican,88,8.5,5.4
RES001718,69.08,French,36,92.4,1.5
RES001719,70.8,Mexican,,63.3,7.4
RES001720,27.66,French,46,81.0,8.4
RES001721,50.7,Mexican,56,17.2,7.5
RES001722,46.6,Mexican,82,79.8,0.9
RES001723,103.21,Japanese,82,5.8,1.0
RES001724,23.81,Brazilian,76,22.5,2.1
RES001725,71.65,Mexican,,35.0,7.7
RES001726,63.09,Mediterranean,71,85.5,0.7
RES001727,39.07,Brazilian,35,45.9,9.9
RES001728,79.8,Brazilian,55,80.1,7.6
RES001729,41.4,Pizza,60,40.2,3.3
RES001730,43.85,Italian,26,77.1,2.5
RES001731,76.73,Brazilian,19,27.1,0.2
RES001732,99.42,Thai,,32.7,5.2
RES001733,52.11,French,57,5.1,3.5
RES001734,64.24,Pizza,,16.8,5.1
RES001735,82.98,Japanese,67,98.1,0.5
RES001736,83.06,Japanese,,55.2,4.6
RES001737,59.26,Thai,73,3.3,0.6
RES001738,39.9,Italian,79,31.6,6.5
RES001739,21.98,Thai,,2.2,9.3
RES001740,69.06,Chinese,39,20.2,0.8
RES001741,19.22,French,,32.2,5.1
RES001742,75.2,French,52,87.9,6.4
RES001743,104.87,Japanese,,97.4,5.7
RES001744,100.98,Mexican,27,42.2,0.6
RES001745,21.89,Mediterranean,,28.9,2.0
RES001746,23.3,Brazilian,79,5.6,4.2
RES001747,47.29,Thai,43,75.8,4.0
RES001748,46.08,Pizza,61,25.0,0.3
RES001749,69.76,American,,47.3,3.5
RES001750,42.92,Brazilian,51,40.0,8.3
RES001751,21.07,Brazilian,24,55.6,1.2
RES001752,66.85,Thai,52,73.5,1.6
RES001753,99.17,Brazilian,26,2.0,2.9
RES001754,103.95,American,75,21.3,7.4
RES001755,100.28,American,,14.4,7.6
RES001756,47.64,French,,14.8,1.0
RES001757,50.96,Chinese,25,37.9,3.8
RES001758,21.64,Italian,63,22.2,7.9
RES001759,82.66,Italian,68,50.4,7.3
RES001760,83.83,Chinese,67,23.4,4.1
RES001761,75.87,French,,8.3,5.9
RES001762,41.02,Indian,81,53.0,4.3
RES001763,42.57,Indian,28,27.6,4.9
RES001764,102.96,French,62,52.8,1.6
RES001765,90.89,Brazilian,47,2.1,3.9
RES001766,19.13,Pizza,56,72.5,2.6
RES001767,40.82,Indian,20,82.0,3.7
RES001768,115.85,Chinese,,70.0,5.8
RES001769,20.15,Brazilian,75,61.6,1.6
RES001770,28.06,Brazilian,,11.9,1.8
RES001771,102.52,Mediterranean,43,71.8,9.4
RES001772,44.34,Indian,46,12.2,7.8
RES001773,25.49,Mexican,34,92.6,2.2
RES001774,62.25,Pizza,50,85.6,1.3
RES001775,42.91,Italian,37,19.5,8.2
RES001776,78.11,Chinese,,13.1,6.8
RES001777,54.68,American,40,95.6,7.2
RES001778,80.34,Burger,26,40.0,9.7
RES001779,104.53,French,,8.6,6.7
RES001780,70.57,French,52,35.2,7.8
RES001781,40.69,Indian,54,67.1,4.5
RES001782,93.8,American,,40.5,1.1
RES001783,66.81,Burger,70,47.2,5.1
RES001784,56.45,American,,63.0,8.5
RES001785,22.89,American,60,13.8,7.5
RES001786,76.9,Brazilian,,8.9,3.0
RES001787,42.43,Brazilian,,56.7,6.4
RES001788,87.39,Italian,,72.7,9.4
RES001789,50.9,Mediterranean,52,15.8,1.7
RES001790,27.05,Thai,53,47.2,1.4
RES001791,66.52,Burger,,27.6,1.0
RES001792,20.5,Mexican,15,69.6,1.0
RES001793,97.77,Thai,44,68.7,3.8
RES001794,40.57,Mexican,59,30.0,1.6
RES001795,25.02,Japanese,58,33.5,6.6
RES001796,37.7,Pizza,80,49.7,7.8
RES001797,94.84,Chinese,25,76.0,7.0
RES001798,81.64,Japanese,24,93.5,0.9
RES001799,68.96,Japanese,,13.8,5.4
RES001800,67.25,Japanese,31,57.2,9.3
RES001801,51.68,French,38,51.4,1.6
RES001802,24.2,Burger,27,68.2,5.2
RES001803,51.27,Brazilian,,68.4,5.7
RES001804,89.12,Mediterranean,21,1.9,8.3
RES001805,91.75,Thai,59,71.9,1.9
RES001806,91.32,American,,47.7,3.0
RES001807,68.19,Brazilian,,10.6,8.6
RES001808,25.0,Mexican,59,33.1,2.7
RES001809,71.0,Burger,89,1.6,3.7
RES001810,53.03,Mexican,,24.5,4.8
